#ID = Affymetrix Probe Set ID
#GB_LIST = GenBank Accession Number
#ORF = gene name
#ORGANISM = 
#Annotation Date = The date that the annotations for this probe array were last updated. It will generally be earlier than the date when the annotations were posted on the Affymetrix web site.
#Sequence Type = Indicates whether the sequence is an Exemplar, Consensus or Control sequence. An Exemplar is a single nucleotide sequence taken directly from a public database. This sequence could be an mRNA or EST. A Consensus sequence, is a nucleotide sequence assembled by Affymetrix, based on one or more sequence taken from a public database.
#Sequence Source = The database from which the sequence used to design this probe set was taken.
#Target Description = GenBank description associated with the representative public identifier. Blank for some probe sets.
#Representative Public ID = The accession number of a representative sequence. Note that for consensus-based probe sets, the representative sequence is only one of several sequences (sequence sub-clusters) used to build the consensus sequence and it is not directly used to derive the probe sequences. The representative sequence is chosen during array design as a sequence that is best associated with the transcribed region being interrogated by the probe set. Refer to the "Sequence Source" field to determine the database used.
#Gene Title = Title of Gene represented by the probe set.
#Gene Symbol = A gene symbol, when one is available (from UniGene).
#EntrezGeneId = Entrez Gene Database UID
#RefSeq Transcript ID = References to multiple sequences in RefSeq. The field contains the ID and Description for each entry, and there can be multiple entries per ProbeSet.
#Gene Ontology Biological Process = Gene Ontology Consortium Biological Process derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#Gene Ontology Cellular Component = Gene Ontology Consortium Cellular Component derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#Gene Ontology Molecular Function = Gene Ontology Consortium Molecular Function derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#SPOT_ID = 
ID	GB_LIST	ORF	ORGANISM	Annotation Date	Sequence Type	Sequence Source	Target Description	Representative Public ID	Gene Title	Gene Symbol	EntrezGeneId	RefSeq Transcript ID	Gene Ontology Biological Process	Gene Ontology Cellular Component	Gene Ontology Molecular Function	SPOT_ID
Ag.2R.3312.0_CDS_at	XM_311989		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000018567 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000018567 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3312 /SEG=chr2R:-29308687,29329651	Ag.2R.3312.0_CDS	AGAP002915-PA	AgaP_AGAP002915	1273048	XM_311989	0006468 // protein phosphorylation // inferred from electronic annotation /// 0006508 // proteolysis // inferred from electronic annotation /// 0007169 // transmembrane receptor protein tyrosine kinase signaling pathway // inferred from electronic annotation	0016020 // membrane // inferred from electronic annotation	0004252 // serine-type endopeptidase activity // inferred from electronic annotation /// 0004714 // transmembrane receptor protein tyrosine kinase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008236 // serine-type peptidase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation	ENSANGT00000018567
Ag.2R.3313.0_CDS_a_at	XM_311989		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000028316 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000028316 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3313 /SEG=chr2R:-29348183,29358129	Ag.2R.3313.0_CDS	AGAP002915-PA	AgaP_AGAP002915	1273048	XM_311989	0006468 // protein phosphorylation // inferred from electronic annotation /// 0006508 // proteolysis // inferred from electronic annotation /// 0007169 // transmembrane receptor protein tyrosine kinase signaling pathway // inferred from electronic annotation	0016020 // membrane // inferred from electronic annotation	0004252 // serine-type endopeptidase activity // inferred from electronic annotation /// 0004714 // transmembrane receptor protein tyrosine kinase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008236 // serine-type peptidase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation	ENSANGT00000028316
Ag.2R.3314.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000028825 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000028825 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3314 /SEG=chr2R:-29424886,29431279	Ag.2R.3314.0_CDS	---	---		---	---	---	---	ENSANGT00000028825
Ag.2R.3315.0_CDS_at	XM_311979		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000011105 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000011105 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3315 /SEG=chr2R:-29640352,29647785	Ag.2R.3315.0_CDS	AGAP002924-PA	AgaP_AGAP002924	1273038	XM_311979	---	---	---	ENSANGT00000011105
Ag.2R.3316.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000026818 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000026818 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3316 /SEG=chr2R:-29692692,29694519	Ag.2R.3316.0_CDS	---	---		---	---	---	---	ENSANGT00000026818
Ag.2R.3317.0_CDS_at	XM_311976		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000010843 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000010843 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3317 /SEG=chr2R:-29695170,29696078	Ag.2R.3317.0_CDS	AGAP002927-PA	AgaP_AGAP002927	1273035	XM_311976	---	---	---	ENSANGT00000010843
Ag.2R.3318.0_CDS_at	XM_311976		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000028038 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000028038 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3318 /SEG=chr2R:-29697063,29699937	Ag.2R.3318.0_CDS	AGAP002927-PA	AgaP_AGAP002927	1273035	XM_311976	0007165 // signal transduction // inferred from electronic annotation	---	0003824 // catalytic activity // inferred from electronic annotation /// 0004114 // 3',5'-cyclic-nucleotide phosphodiesterase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation	ENSANGT00000028038
Ag.2R.3319.0_CDS_at	XM_311950		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000010872 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000010872 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3319 /SEG=chr2R:-30026600,30031807	Ag.2R.3319.0_CDS	AGAP002949-PA	AgaP_AGAP002949	1273013	XM_311950	---	---	---	ENSANGT00000010872
Ag.2R.332.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000014526 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000014526 /EVID_CNT=50 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.332 /SEG=chr2R:-36464329,36466682	Ag.2R.332.0_CDS	---	---		---	---	---	---	ENSANGT00000014526
Ag.2R.3320.0_CDS_at	XM_311947		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000011102 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000011102 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3320 /SEG=chr2R:-30067593,30071870	Ag.2R.3320.0_CDS	AGAP002951-PA	AgaP_AGAP002951	1273011	XM_311947	---	---	0005515 // protein binding // inferred from electronic annotation	ENSANGT00000011102
Ag.2R.3321.0_CDS_at	XM_311946		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000011051 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000011051 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3321 /SEG=chr2R:-30075237,30076478	Ag.2R.3321.0_CDS	AGAP002953-PA	AgaP_AGAP002953	1273010	XM_311946	---	---	0003824 // catalytic activity // inferred from electronic annotation	ENSANGT00000011051
Ag.2R.3322.0_CDS_at	XM_311944		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000010959 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000010959 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3322 /SEG=chr2R:-30081720,30083962	Ag.2R.3322.0_CDS	AGAP002955-PA	AgaP_AGAP002955	1273008	XM_311944	0006508 // proteolysis // inferred from electronic annotation /// 0007155 // cell adhesion // inferred from electronic annotation	0016020 // membrane // inferred from electronic annotation	0004222 // metalloendopeptidase activity // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation	ENSANGT00000010959
Ag.2R.3323.0_CDS_at	XM_311937		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000023371 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000023371 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3323 /SEG=chr2R:-30130644,30131877	Ag.2R.3323.0_CDS	AGAP002960-PA	AgaP_AGAP002960	1273003	XM_311937	0016458 // gene silencing // inferred from electronic annotation	0005634 // nucleus // inferred from electronic annotation	---	ENSANGT00000023371
Ag.2R.3323.1_a_at	XM_311937		Anopheles gambiae	22-Jun-11	---	---	gb:BM652184 /FEA=EST /TIER=mRNA /EVID_CNT=2 /EVID_TYPE=EST /GENE_CLUSTER=AffxAg.3323 /SEG=chr2R:-30131545,30132189	Ag.2R.3323.1	AGAP002960-PA	AgaP_AGAP002960	1273003	XM_311937	0016458 // gene silencing // inferred from electronic annotation	0005634 // nucleus // inferred from electronic annotation	---	
Ag.2R.3324.0_CDS_at	XM_563152		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000026566 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000026566 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3324 /SEG=chr2R:-30138509,30139428	Ag.2R.3324.0_CDS	AGAP002963-PA	AgaP_AGAP002963	3290715	XM_563152	---	---	---	ENSANGT00000026566
Ag.2R.3325.0_CDS_s_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000011048 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000011048 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3325 /SEG=chr2R:-30312532,30312817	Ag.2R.3325.0_CDS	---	---		---	---	---	---	ENSANGT00000011048
Ag.2R.3326.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000000239 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000000239 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3326 /SEG=chr2R:-30325468,30371017	Ag.2R.3326.0_CDS	---	---		---	0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation	0005886 // plasma membrane // inferred from electronic annotation /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral to membrane // inferred from electronic annotation /// 0030054 // cell junction // inferred from electronic annotation /// 0045202 // synapse // inferred from electronic annotation /// 0045211 // postsynaptic membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation /// 0004889 // nicotinic acetylcholine-activated cation-selective channel activity // inferred from electronic annotation /// 0005216 // ion channel activity // inferred from electronic annotation /// 0005230 // extracellular ligand-gated ion channel activity // inferred from electronic annotation	ENSANGT00000000239
Ag.2R.3327.0_CDS_at	XM_311916		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000011133 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000011133 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3327 /SEG=chr2R:-30497481,30498688	Ag.2R.3327.0_CDS	AGAP002976-PA	AgaP_AGAP002976	1272984	XM_311916	---	---	---	ENSANGT00000011133
Ag.2R.3328.0_CDS_at	XM_001237403, XM_311914		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000010882 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000010882 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3328 /SEG=chr2R:-30503475,30512073	Ag.2R.3328.0_CDS	AGAP002978-PA /// AGAP002979-PA	AgaP_AGAP002978 /// AgaP_AGAP002979	1272982 /// 4577252	XM_001237403 /// XM_311914	---	---	---	ENSANGT00000010882
Ag.2R.3329.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000010902 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000010902 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3329 /SEG=chr2R:-30512374,30512977	Ag.2R.3329.0_CDS	---	---		---	---	---	---	ENSANGT00000010902
Ag.2R.333.0_CDS_at	XM_312618		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000015417 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000015417 /EVID_CNT=49 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.333 /SEG=chr2R:-20502706,20503433	Ag.2R.333.0_CDS	AGAP002346-PA	AgaP_AGAP002346	1273618	XM_312618	0006412 // translation // inferred from electronic annotation	0005622 // intracellular // inferred from electronic annotation /// 0005840 // ribosome // inferred from electronic annotation /// 0030529 // ribonucleoprotein complex // inferred from electronic annotation	0003735 // structural constituent of ribosome // inferred from electronic annotation	ENSANGT00000015417
Ag.2R.3330.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000026696 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000026696 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3330 /SEG=chr2R:-30517415,30518308	Ag.2R.3330.0_CDS	---	---		---	---	---	---	ENSANGT00000026696
Ag.2R.3331.0_CDS_at	XM_311901		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000000236 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000000236 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3331 /SEG=chr2R:-30567781,30617755	Ag.2R.3331.0_CDS	AGAP002986-PA	AgaP_AGAP002986	1272970	XM_311901	0006468 // protein phosphorylation // inferred from electronic annotation	---	0000166 // nucleotide binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation	ENSANGT00000000236
Ag.2R.3332.0_CDS_a_at	XM_311899		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000018265 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000018265 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3332 /SEG=chr2R:-30631585,30633484	Ag.2R.3332.0_CDS	AGAP002989-PA	AgaP_AGAP002989	1272968	XM_311899	---	---	---	ENSANGT00000018265
Ag.2R.3333.0_CDS_at	XM_311896		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000017592 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000017592 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3333 /SEG=chr2R:-30668924,30670808	Ag.2R.3333.0_CDS	AGAP002993-PA	AgaP_AGAP002993	1272965	XM_311896	---	0005622 // intracellular // inferred from electronic annotation	0003676 // nucleic acid binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation	ENSANGT00000017592
Ag.2R.3334.0_CDS_at	XM_311881		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000017548 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000017548 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3334 /SEG=chr2R:-30955031,30975547	Ag.2R.3334.0_CDS	AGAP003001-PA	AgaP_AGAP003001	1272951	XM_311881	---	---	0000166 // nucleotide binding // inferred from electronic annotation /// 0003924 // GTPase activity // inferred from electronic annotation /// 0005525 // GTP binding // inferred from electronic annotation	ENSANGT00000017548
Ag.2R.3334.1_CDS_a_at	XM_311881		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000027333 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000027333 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3334 /SEG=chr2R:-30973648,30975472	Ag.2R.3334.1_CDS	AGAP003001-PA	AgaP_AGAP003001	1272951	XM_311881	---	---	0000166 // nucleotide binding // inferred from electronic annotation /// 0003924 // GTPase activity // inferred from electronic annotation /// 0005525 // GTP binding // inferred from electronic annotation	ENSANGT00000027333
Ag.2R.3335.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000028386 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000028386 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3335 /SEG=chr2R:-30985237,30987982	Ag.2R.3335.0_CDS	---	---		---	---	---	---	ENSANGT00000028386
Ag.2R.3336.0_CDS_s_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000018224 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000018224 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3336 /SEG=chr2R:-31018895,31020451	Ag.2R.3336.0_CDS	---	---		---	---	---	---	ENSANGT00000018224
Ag.2R.3337.0_CDS_at	XM_311869		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000018306 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000018306 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3337 /SEG=chr2R:-31051155,31053177	Ag.2R.3337.0_CDS	AGAP003009-PA	AgaP_AGAP003009	1272944	XM_311869	---	---	---	ENSANGT00000018306
Ag.2R.3338.0_CDS_at	XM_311868		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000018183 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000018183 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3338 /SEG=chr2R:-31084282,31093141	Ag.2R.3338.0_CDS	AGAP003010-PA	AgaP_AGAP003010	1272943	XM_311868	---	---	---	ENSANGT00000018183
Ag.2R.3339.0_CDS_at	XM_311858		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000028361 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000028361 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3339 /SEG=chr2R:-31203452,31204222	Ag.2R.3339.0_CDS	AGAP003019-PA	AgaP_AGAP003019	1272933	XM_311858	0006396 // RNA processing // inferred from electronic annotation /// 0006397 // mRNA processing // inferred from electronic annotation	0005622 // intracellular // inferred from electronic annotation /// 0005634 // nucleus // inferred from electronic annotation	0005488 // binding // inferred from electronic annotation	ENSANGT00000028361
Ag.2R.334.0_CDS_s_at	XM_313289		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000010477 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000010477 ens:ENSANGT00000026412 /EVID_CNT=49 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.334 /SEG=chr2R:-41287788,41290492	Ag.2R.334.0_CDS	AGAP003545-PA	AgaP_AGAP003545	1274203	XM_313289	---	---	0016787 // hydrolase activity // inferred from electronic annotation	ENSANGT00000010477
Ag.2R.334.0_UTR_s_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000010477 /FEA=ENS /TIER=UTR /ANNOT=ens:ENSANGT00000010477 ens:ENSANGT00000026412 /EVID_CNT=49 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.334 /SEG=chr2R:-41287788,41290492	Ag.2R.334.0_UTR	---	---		---	---	---	---	ENSANGT00000010477
Ag.2R.334.1_CDS_s_at	XM_313289		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000026412 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000010477 ens:ENSANGT00000026412 /EVID_CNT=49 /EVID_TYPE=ENS EST /GENE_CLUSTER=AffxAg.334 /SEG=chr2R:-41287788,41290492	Ag.2R.334.1_CDS	AGAP003545-PA	AgaP_AGAP003545	1274203	XM_313289	---	---	0016787 // hydrolase activity // inferred from electronic annotation	ENSANGT00000026412
Ag.2R.3340.0_CDS_at	XM_311855		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000018191 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000018191 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3340 /SEG=chr2R:-31221315,31222094	Ag.2R.3340.0_CDS	AGAP003022-PA	AgaP_AGAP003022	1272930	XM_311855	---	---	---	ENSANGT00000018191
Ag.2R.3341.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000017606 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000017606 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3341 /SEG=chr2R:-31316907,31321393	Ag.2R.3341.0_CDS	---	---		---	---	---	---	ENSANGT00000017606
Ag.2R.3342.0_CDS_a_at	XM_311835		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000018211 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000018211 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3342 /SEG=chr2R:-31368504,31371145	Ag.2R.3342.0_CDS	AGAP003040-PA	AgaP_AGAP003040	1272910	XM_311835	0006468 // protein phosphorylation // inferred from electronic annotation /// 0007243 // intracellular protein kinase cascade // inferred from electronic annotation	---	0000166 // nucleotide binding // inferred from electronic annotation /// 0000287 // magnesium ion binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004674 // protein serine/threonine kinase activity // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation	ENSANGT00000018211
Ag.2R.3343.0_CDS_at			Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000018279 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000018279 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3343 /SEG=chr2R:-31439570,31440411	Ag.2R.3343.0_CDS	---	---		---	---	---	---	ENSANGT00000018279
Ag.2R.3344.0_CDS_at	XM_001237392		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000018269 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000018269 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3344 /SEG=chr2R:-31443701,31449137	Ag.2R.3344.0_CDS	AGAP003049-PA	AgaP_AGAP003049	1272903	XM_001237392	0006629 // lipid metabolic process // inferred from electronic annotation /// 0006633 // fatty acid biosynthetic process // inferred from electronic annotation /// 0008610 // lipid biosynthetic process // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0016491 // oxidoreductase activity // inferred from electronic annotation /// 0016717 // oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water // inferred from electronic annotation	ENSANGT00000018269
Ag.2R.3345.0_CDS_s_at	XM_311815, XM_562811		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000028755 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000028755 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3345 /SEG=chr2R:-31544229,31552242	Ag.2R.3345.0_CDS	AGAP003055-PA /// candidate odorant receptor (AGAP003054-PA)	AgaP_AGAP003055 /// GPROR25	1272907 /// 3290734	XM_311815 /// XM_562811	0007165 // signal transduction // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007608 // sensory perception of smell // inferred from electronic annotation /// 0050896 // response to stimulus // inferred from electronic annotation	0005886 // plasma membrane // inferred from electronic annotation /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral to membrane // inferred from electronic annotation	0004871 // signal transducer activity // inferred from electronic annotation /// 0004872 // receptor activity // inferred from electronic annotation /// 0004930 // G-protein coupled receptor activity // inferred from electronic annotation /// 0004984 // olfactory receptor activity // inferred from electronic annotation /// 0005549 // odorant binding // inferred from electronic annotation	ENSANGT00000028755
Ag.2R.3346.0_CDS_s_at	XM_307010		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000020496 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000020496 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3346 /SEG=chr2R:-31592981,31593866	Ag.2R.3346.0_CDS	AGAP012598-PA	AgaP_AGAP012598	1268451	XM_307010	---	0005622 // intracellular // inferred from electronic annotation	0003676 // nucleic acid binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation	ENSANGT00000020496
Ag.2R.3347.0_CDS_at	XM_312756		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000003142 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000003142 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3347 /SEG=chr2R:-31969289,31980040	Ag.2R.3347.0_CDS	AGAP003070-PA	AgaP_AGAP003070	1273746	XM_312756	0006508 // proteolysis // inferred from electronic annotation	---	0004222 // metalloendopeptidase activity // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008237 // metallopeptidase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation	ENSANGT00000003142
Ag.2R.3348.0_CDS_at	XM_312756		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000029615 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000029615 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3348 /SEG=chr2R:-32024306,32032965	Ag.2R.3348.0_CDS	AGAP003070-PA	AgaP_AGAP003070	1273746	XM_312756	0006508 // proteolysis // inferred from electronic annotation	---	0004222 // metalloendopeptidase activity // inferred from electronic annotation /// 0008233 // peptidase activity // inferred from electronic annotation /// 0008237 // metallopeptidase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation	ENSANGT00000029615
Ag.2R.3349.0_CDS_at	XM_562830		Anopheles gambiae	22-Jun-11	---	---	ens:ENSANGT00000029666 /FEA=ENS /TIER=CDS /ANNOT=ens:ENSANGT00000029666 /EVID_CNT=1 /EVID_TYPE=ENS /GENE_CLUSTER=AffxAg.3349 /SEG=chr2R:-32064082,32064519	Ag.2R.3349.0_CDS	AGAP003072-PA	AgaP_AGAP003072	3290739	XM_562830	---	---	---	ENSANGT00000029666
